课程名称,课程属性,公选课领域,授课老师,课程内容与评价,考勤与平时作业,期末考核方式,课程成绩,,
元素营养与健康,通识选修课（公选课）,,田卫群,营养学营养学营养学营养学,考试，需要一次小组展示，要求签到，会点人回答问题,老师很好，需要一次小组展示，要求签到，会点人回答问题,89,,
大学英语,通识选修课（公选课）,,钱妍,英语发音以及词汇运用,平时作业加期末考评加口语和期中考试,还可以，老师也比较和蔼,,,
中国传统文化,通识选修课（公选课）,,萧映,英语授课（不是外教）讲一些中国传统文化，基本上都是我们知道的,考勤只有一两次，有两次作业（英语完成），就没有了,老师很和蔼，可以完全不听课，很自由,91,,
科技与考古,通识选修课（公选课）,,潘春旭,用科学思维研究考古，会观看纪录片,会填签到表，平时无作业，3000字论文结课,好，老师很和蔼，也很有趣，总是会给学生鼓励,,,
科技与考古,通识选修课（公选课）,,潘春旭,用物理方法来考古与分析文物,论文结课和讨论以及签到,很不错 老师很好 据说得分提高,85,,
科技与考古,通识选修课（公选课）,,潘迎春,有点像历史 物理 化学的结合，考古知识很有趣,考勤，期末论文或ppt展示结课,老师人很好，上课很有意思,93,,
创业运营管理,通识选修课（公选课）,,徐晓辉,有关创业的相关知识，认真听听还比较有用,平时签到考勤，课上会有游戏实验，记到最后成绩，最后就实验写一篇报告,感觉只要不太划水，就能拿高分的，而且课程的游戏实验还蛮有意思的,90,,
航空航天概论,通识选修课（公选课）,,吴琼水,有关航空航天等内容 讲解飞机相关,多次点到（还有反向点到）每次课都会小测 需要听课 期末PPT或者做视频都可以,建议喜欢航空航天的同学报 老师很好很有意思讲的幽默可以听得进去课 只要不是一直玩课堂小测不是问题 给分可以,92,,
科技与考古,通识选修课（公选课）,,潘春旭,有关科学技术考古的知识,每节课签到考勤，无平时作业，期末论文或PPT,推荐！！！！！！！！,,,
探讨人体的奥秘,通识选修课（公选课）,,朱丛丽,有关身体方面的知识，类似解剖学知识,手机签到，会有课后作业，期末是完成问卷作业,挺好的，但是专业性有点强,93,,
宇宙新概念,通识选修课（公选课）,,赵江南,有关天文学的科普知识,平时不考勤，期末开卷简答题考核，大部分可以在书上找到,老师讲课很幽默，还有天文观测的活动。非常有趣，老师给分也很好,,,
英文小说名篇导读,通识选修课（公选课）,,程向莉和其他几位外院的老师,有几篇小说 但是是以课下自行看电影的方式 有课本 能学到很多东西  平时上课稍稍认真一点给分就很好,有点名 两次作文一次pre 期末闭卷但很简单,学到了很多东西！感觉自己的英语能力和文化素养都有提高,,,
组织行为与管理,通识选修课（公选课）,,吴欢伟,有课本，个人管理和组织管理,不考勤，有课堂提问，期末闭卷考试，考前最后一节课划重点,可以学到东西，事多给分没有很高,87,,
音乐欣赏,通识选修课（公选课）,,江柏安,有乐理，主要是听乐曲，挺有收获的,会考勤，我们主要是最后两节课有，平时不太严（感觉平时半个班都没来）。最后期末就是考试，有点难度但也还好，江老师挺好的,特别好，但是能不能不要两个老师交换上课呀qaq,,,
艾滋病防治,通识选修课（公选课）,,候炜,与艾滋病相关的很多方面的知识,原是开卷，后改为论文,老师讲的挺有意思，给分一般,85,,
俄罗斯历史,通识选修课（公选课）,,牟沐英,与俄罗斯相关的历史事件,不考勤，有个组队表演，结课论文3000字,第一节课基本上是小组表演，最后一节课基本上是看视频，老师比较温柔，但是没怎么听过课，社恐人不想在台上表演也可以选择拍视频，就比较水吧,85,,
元素营养与健康,通识选修课（公选课）,,田卫群,与人体健康有关的知识,每次都会签到，2到3次平时作业，期末是试卷（提前很久就会发，上课直接交）和小组的结课报告（要有PPT和宣讲人）。,很轻松，给分很好，老师讲课很幽默，力荐。,,,
元素营养与健康,通识选修课（公选课）,,田卫群,与日常生活相关的人体元素知识,每节课定位签到，平时作业为一次小组展示和课上在微助教回答问题，期末开卷考试并会提前一周发给大家,上课氛围很轻松，老师讲的内容也很实用,92,,
新时代大国特色外交,通识选修课（公选课）,,赵嵘,与中国相关的国际关系的一些基础，老师很博学，说过“公选课是开拓视野，不需要点名”，无脑冲,不考勤，结课是电子＋手写2000字的论文，一个小组一个专题,赵老师偶尔还会有小课题可以做,,,
宇宙新概念,通识选修课（公选课）,,赵江南,宇宙天文相关老师还会放纪录片,不考勤无平时作业 期末考试,非常好强烈推荐老师很好,90,,
刘禹岐,通识选修课（公选课）,,谢江南,宇宙新概念，讲关于宇宙的知识,无考勤，期末开卷考试,老师超棒，会让大家看星星，看纪录片,90,,
宇宙新概念,通识选修课（公选课）,,赵江南,宇宙有关知识，非常硬核有趣,期末开卷，老师给分特别好！,老师不点到，很适合划水,90,,
宇宙新概念,通识选修课（公选课）,,赵江南,宇宙知识and武大八卦,不点名，期末开卷考很简单,非常好，但是很热门，我上的有点水,92,,
中外名园品赏,通识选修课（公选课）,,武静,园林赏析，认识很多中外园林,两次平时小组展示，期末开卷考试,其实我还没看到成绩，但是老师给分不错，应该挺好的。值得拥有,90,,
元素营养与健康,通识选修课（公选课）,,田卫群,元素营养及健康方面的相关知识,每节课都有考勤，小组展示和开卷考试,内容很有趣，并且非常实用，老师很好,,,
创意艺术手绘,通识选修课（公选课）,,张,在课堂上制作一个手绘,不考勤，无平时作业，一个视频介绍手绘,好老师温柔给分高真的好,90,,
伟大抗疫精神,通识选修课（公选课）,,朱国伟,在学习通上上网课，以及单元测试,网上考试，平时网课及测试,还行，但是总共只有一学分,,,
城市阅读,通识选修课（公选课）,,张霞,这门课会有三到四个老师来讲，其中童乔慧研究方向是建筑学，所以这部分课程对于外专业学生来说会难以理解一些；张霞老师授课风格比较亲民，会结合自己以前的旅行经历，相对好懂一些。主要内容就是一些著名城市，会从自然地理 人文历史等角度解读,平时不点名，最后一次课集中观影，以小组为单位讨论发言。结课方式为论文,据我所知这门课的成绩比较参差不齐，主要拉开差距看结课论文，虽然老师平时不点名，但结课论文这一关不太好水过去，要认真对待,94,,
舞台表演艺术审美体验,通识选修课（公选课）,,刘,真的很棒，就是一些舞台表演相关的。上课可能有点远 在东门那边,很少考勤 平时没作业 期末自愿表演节目,真的很棒！神仙课程！不亏！,93,,
西方政治思维与启蒙,通识选修课（公选课）,,申建林,政治学，还有一点点哲学和法学,很简单的，只要说你学到了什么就可以了。,老师很可爱，会讲小故事，而且上课的时候你能学到很多知识。老师的观点偏向于西方，但总体还是蛮好的，很客观的叙事。,92,,
智慧城市,通识选修课（公选课）,,任福,智慧城市含义功能，区块链什么的，老师推荐视频报导等,无考勤平时作业，结课是做一个智慧城市相关的ppt或word，有故事主线不太零碎就行,讲课很幽默，最后还请了专业的教授讲课，能水也可以学到知识,90,,
智慧城市,通识选修课（公选课）,,任福 蔡忠亮,智慧城市相关技术介绍，真的可以学到很多东西，老师会给我们提供很多相关视频资源,不考勤，平时没有作业，今年的期末考核是一个应用场景设计。,任福老师真的特别好！可以学到很多东西，给分也很好，期末考核的形式很有趣！,99,,
智慧城市,通识选修课（公选课）,,任福,智慧城市一些建设，无人驾驶啥的,基本不点名，期末报告结课,好好好好事少分高！！课程也比较有趣,93,,
智能科学导引,通识选修课（公选课）,,刘华俊,智能科学，大数据，计算机算法,不考勤，无平时作业，结课论文,挺好的，很好水，轻轻松松拿学分,,,
知识论经典问题,通识选修课（公选课）,,潘磊,知识论 怀疑主义 盖地尔问题,仅闭卷期末考试，无平时作业，有一次自愿演讲,感觉学到的挺多 但是需要听懂 闭卷有一定压力,90,,
知识论经典问题,通识选修课（公选课）,,潘磊,知识论相关问题 JTB理论 盖梯尔问题  基础主义  融贯论 怀疑主义 语境主义,不考勤 无平时作业 闭卷考试结课,认真听的话可能会学到点什么但实在太玄乎了很难集中注意力,0,,
知识论经典问题,通识选修课（公选课）,,潘磊,知识论中的经典问题，如盖梯尔问题和怀疑论，及经典的解决思路,平时无签到，期末有考试。考试有几个大题，都是学过的知识，而且是从你学过的几个解决办法中选一个你喜欢的解答。,老师人很好，讲课也风趣幽默，知识深入浅出。老师说一半以上同学在80以上。想90以上的话最好慎重选了。,,,
